StudentID,ID,Staff,Date,Note
489,SHA9R1F,Rie,26/05/2025,メールにて6月分振込み完了とのご連絡がありました。シャムに確認中です。
475,sEW53ec,Rie,26/05/2025,6月は地元に帰省されるそうで、お休み。7月再開予定。スケジュールが分かり次第ご連絡下さる予定です。
487,FJ5CVEC,Rie,26/05/2025,メールにて6月のスケジュールをお知らせいただきました。2回のうち1回はスケジュールお済み。残り1回日程調整中。返信待ち。
485,cFVaz6h,Rie,26/05/2025,メールにて6月の残りの2回のスケジュールのお知らせを下さいました。2回のうち1回スケジュール済みです。残りの1回日程調整中。返信待ちです。
485,CZCdBqX,Rie,26/05/2025,返信あり。残りの1回もスケジュールお済みです。
487,LDadfmV,Rie,26/05/2025,6/22をご希望ということで、6/28は仮押さえ。6/11の時間調整中。返信待ち。6/11が決定の場合は、6/28は削除します。
522,tCmM81C,,27/05/2025,メールにて5/28のレッスンをお振替ご希望とのご連絡がありました。日程調整中。返信待ち。
522,y6kGedj,,27/05/2025,5/29の10時～にお振替で決定。
487,Ecj4L4o,,27/05/2025,返信あり。6/11 は時間帯がご希望と合わず6/14で再度時間調整中。返信待ち。
512,xin17cg,,27/05/2025,お電話にて、体調不良のため当日キャンセルのご連絡をいただきました。2回目なので、消化扱いとなる旨お伝え済みです。本日が月の最後のレッスンだったので、メールで6月のスケジュールをお伺いしました。返信待ち。
312,BA6Vv3K,,27/05/2025,6月分（全4回）スケジュール、お支払い（CC）共にお済みです。
425,QGrlTko,,27/05/2025,6月の中旬まで講師不足で火曜日16時～がご受講できないので、お父様にお知らせメールを送信しておきました。2回分、別の日に移動して頂く予定です。
438,2qlV5ND,,27/05/2025,宮城様が日にちを間違えていたそうで、30日16時～はご受講出来ないそうです。別の日時をご提示いただいたのですが、すべて埋まってしまっており、日程調整中。返信待ち。
487,x13y3XC,,27/05/2025,返信あり。6/14の16時～で決定。スケジュール（全2回）お済みです。未納。6/14お支払予定。
425,lj6obj8,Rie,27/05/2025,お父様がご来店で、6月分（全8回）スケジュール、お支払いお済みです。上記の2日分も他の日に移っていただけました。
269,6GyaGTj,Rie,27/05/2025,6月分（全2回）スケジュール、お支払い（PayPay）お済みです。
495,WYlt9ov,Rie,27/05/2025,お電話にて、5/31のレッスンを5/29の20時～にお振替。
438,F1MeuuM,Rie,27/05/2025,31日にキャンセルが出たので、ご受講可能かお伺いのメールを送りました。仮抑えしています。
206,st1268i,Rie,27/05/2025,お電話にて当日キャンセル。来月の予定はLINEでお知らせくださいます。
458,WaqsBSv,Rie,27/05/2025,6月分（全4回）スケジュール、お支払い（Cash）お済みです。
446,yCyJSCj,Fumika,28/05/2025,メールにて、スケジュール頂いております。お月謝については持ってきますとのことだったのですが、最初のレッスンのときで大丈夫ですよと伝えました。またAnaのレッスンが難しいとご指摘を頂いていたようなのですが、６月の最初の２回はAnaのレッスンになってしまいます。そのため、２回にしても大丈夫ですよと伝えました。あまり講師の選択的なことは推奨したくないのですが、Kosoさんは結構直近にご指摘頂いていたので「言っても何もやってくれないじゃん！」となって退会されてしまう方が不利益になると思ったのでこのような対応をしました！
5,hckjMyD,Fumika,28/05/2025,氷無し、ストロー無しでアップルジュースご提供。６月は固定通りで、お月謝振込みです。
512,w72FU0S,Fumika,28/05/2025,６月は固定通りです。
7,qj03ynm,Fumika,28/05/2025,6月のスケジュール(全4回)、お支払い(現金)頂いております。
110,nyu8YnA,Fumika,28/05/2025,Paypayで6月お月謝お支払い、スケジュール固定通りです。
488,GfZH6yr,Fumika,28/05/2025,6月分のスケジュール(全２回)、お支払い(CC)お済みです。
446,iMce4zb,Fumika,28/05/2025,お母様がご来店下さいました。月４回でお支払い頂いております。また、Anaへのご指摘については「自分の現在のレベルでは、指摘されているんだろうけど何言ってるのかわかんないなー」という感じになってしまうため、もっと自分のレベルが上がり、Ana先生とコミュニケーションが取れるくらいまでになったら、またAna先生に教えて欲しい！と思っているそうで、まったくお怒りの感じではありませんでした！むしろ、ここまでずっとAna先生に見てもらっていたのに、ここでチェンジして下さいというのは本当に申し訳なかったともおしゃっていました。今後はケイシーメインではありますが、たまにAnaのレッスンを受けることで自分の上達も見えやすいと思いますので、たまにAnaのレッスンも入れてくださると嬉しいです！ということでした
455,3ntJ3L8,Fumika,28/05/2025,お母様が6月のお月謝お支払いにいらっしゃいました。CC2回分
453,Q2uHR2E,Fumika,28/05/2025,6月分のスケジュール(４回)、お月謝(CC)で頂いております。
522,2H7ycMq,May,29/05/2025,6月のスケジュール（月4）頂きました。お月謝はPayPayでお支払いなさいました。
519,h5LMmCv,May,29/05/2025,6月のスケジュール（月4）頂きました。固定のとおりです。お月謝はCCでお支払いなさいました。
463,yp9q24D,May,29/05/2025,お振り替えの件、３１日になりました。→３１日にドリンク２０％オフ
465,jrrv6kB,May,29/05/2025,お振り替えの件、３１日になりました。→３１日にドリンク２０％オフ
6,naHk7vO,May,29/05/2025,6月のお月謝CCで頂きました。
6,rkHULlK,May,29/05/2025,鍵をお忘れになり、取りに来られました。
5,NktOzVL,May,29/05/2025,６月お月謝月４振り込み済み。
507,70xJeyW,May,29/05/2025,６月お月謝月４振り込み済み。
461,XoLWriG,May,29/05/2025,お母様がいらっしゃらず、6月分のお月謝とスケジュールを頂いておりません。メールでご連絡しました。
495,smGs3po,May,29/05/2025,6月のお月謝CCとスケジュール月2頂きました。
319,1tOQTbc,May,29/05/2025,明日の朝のレッスンを雨次第ではオンラインにしたいとのこと。朝にメールでご連絡頂くことになっています。オンラインの場合のURLは送信済み。
319,ldJapZE,Rie,30/05/2025,本日カフェでご受講とのご連絡がありました。
489,x14i1GX,Rie,30/05/2025,6月分（全2回）お支払い確認済。メールで確認済みお知らせいたしました。
319,VLcQQTX,Rie,30/05/2025,6月分（全2回）スケジュール、お支払いお済みです。（CC）レシートの紙不足のため、メールで送信しました。
306,VxsyXAj,Rie,30/05/2025,6月のスケジュールは分かり次第ご連絡下さいます。未納。
156,P50HZNL,Rie,30/05/2025,6月分（全2回）スケジュール、お支払いお済みです。（CC）7月から暑い間は11時～にご変更ご希望。7月～9月までとりあえず11時に固定変更しました。
472,WocLtzv,Rie,30/05/2025,6月の予定がまだ未定のため、スケジュールが分かり次第お知らせくださいます。お支払いは6月の最初のレッスンでお支払予定。
370,pFVf8dz,Rie,30/05/2025,メールにて6月から月4回にするか月8回にするか迷っているそうで、ご相談のご連絡がありました。6月7月は英検等でお忙しいということで、4回をおすすめし、落ち着き次第回数を変更されては？とお伝えしました。
523,cpoxwZq,Rie,30/05/2025,6月のスケジュールがまだ未定のため、後日メールでお知らせくださいます。
411,WvMAE7h,Rie,30/05/2025,Harukaさまがバイトを始めたそうで、お二人のスケジュールがなかなか合わず、6月は月2回ご受講。スケジュール、お支払い（CC）共にお済みです。
412,yc5QwXP,Rie,30/05/2025,Harukaさまがバイトを始めたそうで、お二人のスケジュールがなかなか合わず、6月は月2回ご受講。スケジュール、お支払い（CC）共にお済みです。
32,N4f6ocX,Rie,30/05/2025,6月分スケジュール（全2回）お支払い（CC）共にお済みです。
370,Q0UpOkx,Rie,30/05/2025,16日にレッスンをご受講ご希望と、レッスン中にケイシーおっしゃったそうで、空き時間をお知らせいしました。返信待ち。
532,IUq3KEh,,30/05/2025,5月、6月（全5回）4回の単価でお支払済みです。（CC）
535,rNay623,May,30/05/2025,D/Lとスタッフ募集両方にご興味あり。ご来店し、ひとまず6/30にD/Lご予約なさいました。
534,UoEjBXl,May,28/05/2025,お母様がご来店でお申し込み。Kii hasebe様とダブルレッスン。小５。２９日１８時からデモレッスン。
534,G5aNQ4C,May,29/05/2025,デモレッスンにいらっしゃいました。幼稚園の頃放課後にチットチャットの先生が来て、英会話を習っていたそうです。お互いに助け合っている様子が見えて、積極的に参加できていたとのこと。宿題はライティングになりそうだということでした。お母様曰く中学校に向けて英語のスキルを上げておきたいとのこと。ご入会なさいました。小学校は長谷部様と違う様子。どうやら幼稚園が一緒だったようです。月4で、6月のスケジュールはバラバラ、7月以降のスケジュールは木曜18時固定です。
533,mx8EI5j,May,28/05/2025,お母様がご来店でお申し込み。Rinon Yakuwa様とダブルレッスン。小５。２９日１８時からデモレッスン。
533,toyDBz4,May,29/05/2025,デモレッスンにいらっしゃいました。幼稚園の頃放課後にチットチャットの先生が来て、英会話を習っていたそうです。Ana先生曰く発音に課題あり。しかしお互いに助け合っている様子が見えて、積極的に参加できていたとのこと。宿題はライティングになりそうだということでした。いとこがハーフで海外在住、いとこと話せるようになりたいのと学校の英語の宿題（タブレットに向かってなにかを読んで発音を評価されるもの）ですらすら高得点を取りたいとのこと。小学校は八鍬様と違う様子。どうやら幼稚園が一緒だったようです。ご入会なさいました。月4で、6月のスケジュールはバラバラ、7月以降のスケジュールは木曜18時固定です。
533,ip373m8,May,30/05/2025,D/Lご予約の時も、D/L後のメールも長谷部様のものだけ戻ってきていて送れていないようだったので、お電話しました。留守電になったので、一度こちらにメールを送っていただけたらメールをお送りします。とお伝えしました。メールが来たら、再度D/L後のメールを長谷部様にお送りするようお願いします。八鍬様には念の為お送り済みです。
253,ZcXJK0h,May,31/05/2025,6月分（全２回）お月謝をCCで頂きました。スケジュールもいただきました。領収書発行。
448,cFq8M06,May,31/05/2025,6月分（全４回）お月謝をCCで頂きました。スケジュールもいただきました。
22,NOtzuEy,May,31/05/2025,6月分（全4回）スケジュール、お支払（PayPay）お済みです。
267,DQwTpyC,May,31/05/2025,6月分（全4回）お支払（CC）お済みです。
337,Q3hSPLB,May,31/05/2025,6月分のお月謝、月4でCCでお支払いいただきました。スケジュールもいただきました。
485,3bvkRXJ,May,31/05/2025,6月分のお月謝、月4でCCでお支払いいただきました。スケジュールもすべていただきました。
463,05vqRhb,May,31/05/2025,ドリンクご注文なさらなかったので割引は次回にお願いします。お月謝とスケジュール月2回分いただきました。CCです。
465,BgxuAl3,May,31/05/2025,ドリンクご注文なさらなかったので割引は次回にお願いします。お月謝とスケジュール月2回分いただきました。CCです。
94,9yy0O84,May,31/05/2025,6月分スケジュール未定、後日ご連絡下さるとのこと。お月謝月2回いただきました。CCです。
370,W4VlQd6,May,31/05/2025,16日の17時ご受講とKhacey先生と話していた、しかし17時しまっているなら16時でも良いとメールでご返信あり。しかし確認したところそう話してはいないらしく、17時はしまっているので、16時とお伝えしました。また対面とのことKhacey先生と話していたらしいので（Khacey先生曰く）それをご確認中。
392,1wTq3Jt,May,31/05/2025,6月分ご予約済みなのでお月謝だけ4回分PayPayでいただきました。
393,AAmmeRo,May,31/05/2025,6月分ご予約済みなのでお月謝だけ4回分PayPayでいただきました。
438,UDcdJ8I,May,31/05/2025,6月分（忙しいとのことで全2回）スケジュール、お支払い（PayPay ）お済みです。
482,WwUvxoJ,May,31/05/2025,６月分（全2回）スケジュール、お支払い（Cash）お済みです。
509,hMuDcxR,May,31/05/2025,6月、スケジュールはすでに頂いているのでCCで月2回分のお月謝頂きました。
533,0so2cNF,Rie,03/06/2025,返信あり。こちらのアドレスにデモレッスン後のメールを再送しました。数字の０がこちらに書き写す際にアルファベットのOになっていたようです。
153,MvYMhWl,Rie,03/06/2025,メールにて6/4 のレッスンの時間変更ご希望とのご連絡がありました。ご希望の時間帯に空きがなく、再度時間調整中、返信待ち。
512,MFWCJcC,Rie,03/06/2025,6月分（全4回）お支払済みです。（PayPay）
425,W2HUujj,Rie,03/06/2025,本日レッスンに来られなかったとのこと。日本人スタッフが不在のため、お電話ができなかったので、シャムに振替可能か確認中。確認取れ次第、メールをします。→シャムOKということで、振替日をお伺い中。返信待ち。
529,blnMfA9,Rie,01/06/2025,時間を間違えていらっしゃったそうで、当日キャンセルは初めてなので対応します。日本人スタッフ不在のためメールでお知らせしました。日程調整中。返信待ち。
529,aKmHxUi,Rie,02/06/2025,返信あり。振替日として、日曜日ご希望で、日曜日が全て埋まってしまっていてご案内できず、再度日程調整中。また、他の日曜日のご予約も時間変更ご希望とのことでしたが、空きがなく調整中。返信待ち。
529,21j23sM,Rie,03/06/2025,返信あり。日曜日の15時または16時にキャンセルがでたらお知らせくださいとのこと。ロジャがシフトに入ってくれるとのことで、ロジャに確認中。返信待ち。今のご予約はキャンセルで良いとのことで、キャンセル。
425,AfQP61u,Rie,03/06/2025,返信あり。6/23にお振替決定。
424,qTfOZPc,Rie,03/06/2025,お電話にて、一時帰国のため夏休み中ご受講されたいとのことです。6月6日金13時にご予約です。それ以降の予定は6日に決められます。
6,xA7CEoI,May,04/06/2025,5日（明日）のレッスンのお振替を希望、振替先未定。連絡待ち。
153,0RLM3g2,May,04/06/2025,7月のスケジュールいただきました。8月以降月曜日10時固定に変更。
370,y14oz1d,May,04/06/2025,6/16の件と、6月の月謝はどうすればいいか等わからない、どうすればいいかという件でお問い合わせがあり、予約の現状と事の経緯、ご受講回数を決めて連絡してほしいこと、その後に回数に応じた金額をお振込みいただきたいことをお伝えしました。
370,ZUKin3y,,05/06/2025,メールにて6月スケジュール（全4回）お知らせ下さいました。未納。
94,2nCCIQl,,05/06/2025,メールにて6月のスケジュールをお知らせくださり、日程調整中。返信待ち。Folderへのアクセス権をaruustamikorih@gmail.com に変更したいとのことで、こちらにFolderを送りました。
251,t2Q4YRe,Rie,05/06/2025,お急ぎだったので、次回払います！とおっしゃってお帰りになられました。6/13のカイトくんのレッスン時にお支払いされると思います。
288,mNWZdxc,Rie,05/06/2025,お急ぎだったので、次回払います！とおっしゃってお帰りになられました。6/13のカイトくんのレッスン時にお支払いされると思います。
94,jPQT33t,Rie,05/06/2025,6月のスジェジュール（全2回）お済みです。
461,NxSt5tl,May,05/06/2025,６月分のお月謝４回分、PayPayでいただきました。
530,IpDrg09,May,05/06/2025,６月文のお月謝４回分いただきました。CCです。紹介割引が適応されるので２５%オフです。
94,tkNNSta,Rie,06/06/2025,メールにてご連絡があり、23日のレッスンを20日の11時～にお振替。
529,4M8hUK6,Rie,06/06/2025,6月は日曜日のみしか受講が難しいとのことで、2回ご受講ご希望。日曜日の15時～キャンセルがでたら知らせてほしいとのこと。現在6/8の16時～ご予約が入ったままなので、そちらはキャンセルされるか確認中。1日に2時間連続でご受講も可能である旨をお知らせ。返信待ち。
424,QFerW3J,Rie,06/06/2025,6月分（全4回）スケジュール、お支払い（CC）お済みです。7月も4回お通いになる予定です。
524,iY2uy0b,Rie,06/06/2025,本日時間になっても来られなかったので、カルテを確認したとこと、6月はキャンセルされたようですね？6月のスケジュールがカレンダーにそのまま入ったままだったので、すべて消しました。ご予約はご連絡が来てからになります。
531,A5pqGcT,Rie,06/06/2025,"英語を使う仕事をしていたけど、今は使わなくなったため、英語を使う機会がほしいということでした。季節によってはマスクご希望かもしれません。月４だけど検討中。
"
411,KrKPVXL,Rie,06/06/2025,20日（金）のレッスンが17日（金）にお振替されました。
412,HS0Dwdl,Rie,06/06/2025,20日（金）のレッスンが17日（金）にお振替されました。
370,Ierpr4R,May,07/06/2025,6月のお月謝のお振込みがありました。（4回分）
481,IOae1aE,May,07/06/2025,お電話あり。当日キャンセルですが初回のためお振替対応。いつにするかは改めてということでした。
216,M6Da83B,May,07/06/2025,6月のスケジュールをいただきました。8日はなしで、月4です
217,zS9g98t,May,07/06/2025,6月のスケジュールをいただきました。8日はなしで、月4です
221,XDhIrDd,May,07/06/2025,メールにて2回分のスケジュールいただきました。
221,hZKcfFK,May,07/06/2025,6月お月謝6/13お支払予定。
343,3tDlSf3,May,07/06/2025,受電。6/24→6/26お振替え。
343,CFYEOPy,May,21/05/2025,"6月のスケジュールとお月謝頂きました。（CC, 月4）"
529,DOc1rt9,All,08/06/2025,メール着信。本日は16時からレッスン受講の旨。15日(日)はアナもシフトに入るため15時～ご予約を入れました。契約書お渡し済み。6月のお支払い済み（2回分、CC）※飲み物と一緒にお月謝を頂戴した際、お月謝も10％オフにしてしまいました。その場でキャンセル（13266円）し、お詫びをし新たに14696円お支払いいただきました。キャンセルレシートは6月の封筒に入れています。7月のレッスン枠予約済み。（4回）てしまいました。
370,c3nhtd1,Rie,09/06/2025,メールにて6/13お振替ご希望とのご連絡がありました。日程調整中。返信待ち。
370,pL4lLuQ,Rie,10/06/2025,返信あり。6/27（金）18時～オンラインレッスンでお振替決定。
206,KXFJvky,Rie,10/06/2025,LINEにて6月（全2回）スケジュールをお知らせくださいました。他に空きがなく、ご希望の日で空いている枠でご予約をお取りしました。6/28の16時～、6/29の12時～。
479,VpShsFe,Rie,10/06/2025,3月から連絡がないのでDormantに変えました。
321,hMgaSHT,Rie,10/06/2025,3ヶ月ご連絡がないのでDormantに変更しました。
486,yY86KPH,Rie,10/06/2025,"3ヶ月ご連絡がないのでDormantに変更しました。
↓5月はスケジュールお取りしてないみたいです・・・。"
21,PzE4Yi9,Rie,10/06/2025,3ヶ月ご連絡がないのでDormantに変更しました。
350,yWoUdaQ,Rie,10/06/2025,3ヶ月ご連絡がないのでDormantに変更しました。
337,TV7Kt5e,Rie,10/06/2025,メールにて、6/15、6/21、6/28のスケジュールを変更ご希望とのご連絡がありました。6/15は6/11（水）16時～にお振替決定。他の2日については時間調整中。返信待ち。
337,DdP9Cnt,Rie,10/06/2025,6/21の13時～と、6/28の12時～で振替日決定。
319,ysLSwL0,Rie,10/06/2025,お電話にて6/14（土）14時～のレッスンを6/16（月）11時～、6/27（金）11時～のレッスンを6/30（月）11時～にお振替。
362,ZuZkWWW,Rie,10/06/2025,メールにて、6月もお休みのご連絡がありました。7月は日本に来るそうで、カフェでレッスンご受講されます。7月は1回多くご予約。（4月の振替分）
522,jRvftyH,Rie,10/06/2025,お電話にてご連絡がありました。6月11日12時から6月13日15時に変更になりました。
536,YbA1RIR,Rie,10/06/2025,google　forｍから体験レッスンのご連絡頂きました。デモレッスンは6月17日(火)15時からです。幼稚園生徒のことなので、年齢を伺っています。
206,uujats2,Rie,11/06/2025,LINEにて、スケジュールお知らせ。1回は6/29の12時～で決定。もう一回に関しては日程調整中。返信待ち。
536,xDkxpZf,Rie,11/06/2025,返信あり。4歳とのこと。9月で5歳とのことで、年中さん。下の子も（0歳）お連れになるとのことです。
206,DOvi4qF,Rie,11/06/2025,返信あり。もう一回は6/17の20時～に決定。
6,n8nWsZS,May,12/06/2025,レッスンの時間が始まって２０分たってもいらっしゃらないのでお電話しましたがお出になりませんでした。
221,LcvsdNj,Rie,13/06/2025,6月分（全2回）お支払済み。（PayPay）6/18のレッスンを6/27の11時～にお振替。
6,rcU2GCs,Rie,13/06/2025,メールにて6月12日のお振替を6月14日にお振替ご希望とのご連絡がありました。14時～のみ空きがあるため、仮押さえ中。返信待ち。
288,qFPRsXq,Rie,13/06/2025,れいこさんの分と一緒に6月分全4回分のお支払い済。（CC)
251,k16dRTz,Rie,13/06/2025,かいとくんの分と一緒に6月分全4回分のお支払い済。（CC)
6,VALbc9G,Rie,13/06/2025,6月12日のお振替日として、6月14日に14時から仮押さえしていましたが、予定が合わないとメールで返信いただきました。そのため、15日(日)なら大丈夫とのことで、14時からと16時からの時間をご案内中。返信待ち。志村
438,6geiunc,Rie,14/06/2025,お電話でオンラインレッスンに切り替えました。リンクお送りしました。
472,z6lphUl,Rie,14/06/2025,お電話にて6月はお休みと連絡がありました。来月スケジュール分かり次第ご連絡いただけます。
6,GAITA0z,Rie,14/06/2025,返信あり。6/15の16時~お振替決定。
487,6m1CQKL,Rie,14/06/2025,6月分（全2回）5/26にお支払済み。（振込み）
221,fbSKtA2,Rie,14/06/2025,本日18時~レッスンの予定でしたが、本来は閉店時間のため、レッスンのお振替をお願いしようとしたのですが、Anaが残ってくれるとのことで、お待ちしていましたが、ご来店されませんでした。お電話したのですが、繋がらず留守電に入れました。もしかしたらこちらの予約ミスかも？と思います。もしミスであれば、お振替対応お願いします。
221,396uNJL,Rie,14/06/2025,スケジュールを確認したところ、昨日いらっしゃっていて、なぜかわからいのですが、昨日のスケジュールが消えていました。元に戻しました。ゆずなさんにもお伝えしました。
251,GLVivqm,Rie,17/06/2025,7月分（全２回）のうち、１回スケジュールお済みです。残りの１回は水曜日の１０時ご希望で、ケイシーに勤務可能火確認中。
288,K0hiD6j,Rie,17/06/2025,７月分（全２回）スケジュールお済みです。お支払いは月初めの玲子さんか、カイト君のレッスン時にまとめてお支払い。
292,PYzisop,Rie,17/06/2025,メールにて6月のスケジュールをお知らせくださいました。2回ご受講予定で、1回はスケジュールお済み。残り1回はご希望に添えず、日程調整中。返信待ち。
421,xDM27OO,Rie,17/06/2025,メールにて6/23のレッスンの時間を変更したいとのご連絡があり、変更。
251,6ATDrxZ,Rie,17/06/2025,6/23の10時～、ケイシーが出勤可能ということで、ご予約をお取りしました。
338,NSki4Qm,Rie,17/06/2025,7月分（全2回）スケジュール、お支払い（CC）お済みです。（Sham対応）
482,pPfEzdT,Rie,17/06/2025,メールにて6/16の15時～のレッスンを6/30の15時～にお振替。（Sham対応）
518,hEwp9Of,Rie,17/06/2025,7月分（全2回）スケジュール、お支払い共にお済みです。
370,MkFHCq6,Rie,17/06/2025,今月のレッスンの予約がまだ終わっていないと、ケイシーに話されたとのことでスケジュールを確認したところ、一応4回分ご予約済でしたが、念の為メールで確認しています。返信待ち。
536,k1xPqfr,Rie,17/06/2025,4歳の男の子。0歳の妹さんとお母様とご来店。狛江に引っ越して来たばかりで、英会話教室を探していたそうで、色々と体験に行っているところだそうです。とても積極的に楽しそうにAnaとレッスンを受けてらっしゃいました。お母様は、隣にいないほうが良いと思うと仰って、少しレッスンをみてから外出されました。YouTubeは英語でずっと見せているそうです。
292,iBf57hk,Rie,17/06/2025,返信あり。6/25の午前中にご受講希望ということで、11時～ご予約可能な旨お知らせしました。再度返信待ち。
537,mCKvQRD,Rie,17/06/2025,6/18(水)11:00～デモレッスン
537,Ki25QY1,Rie,17/06/2025,ご来店され、一通りご説明しました。お近くにお住まいとのこと。アメリカに長く住んでいらっしゃって、帰国したばかりとのこと。お仕事のことはなぜか仰りたくないようで、言いたくないとのことでした。お仕事で今も英語を使っているけど、帰国したら英語を使う頻度が減ったため、レベルをキープするため、通うことをご検討とのこと。ネイティブご希望とのことで、シャムにデモレッスンをお願いしました。アンケートも記入済みです。
411,aCm1hux,,17/06/2025,7月分月謝を月2回（2人分）で18700円現金でお支払いされました。
206,Z2mTkov,,17/06/2025,お電話でオンラインレッスンに切り替えました。NOTEからリンク確認できる（by ケイシー）とのことでリンクご案内しました。
537,nbcyTWX,May,18/06/2025,D/Lご来店。アイスアメリカーノをご注文。ヘルプマークをつけていらっしゃいます。発音やイントネーションの不自然は時折（レアだが）見える。しかし言葉がスルスル出てきて語彙力も高い。自生のミスが時々あるが、気になるレベルではない。流暢さも自然で、言葉を一生懸命考えて訳してから話している…というよりかは考えずとももう自然に出てくる様子。十分スムーズに通じるレベル。コロナの話題で盛り上がっていた。宿題は希望しないとのことでしたが、再確認したら宿題がどんなものか気になるので宿題ください！とのことです。
537,rHHGBYT,May,18/06/2025,"リモートで働いているようで、話す機会がないとのこと。普段英語のYoutubeをみているとのことでGreen SquareのYoutubeもおすすめしておきました。
月2で7月からのご入会、スケジュールお月謝共にいただきました（CC)。契約書をお渡し／いただきそびれてしまったので初回のレッスンでその件お話して下さい。すみません。"
537,kCBf0Aw,May,18/06/2025,8月はニュージーランドとオーストラリアに行くようです。
522,Icbb8Nz,May,18/06/2025,お電話にてご連絡あり。6/20→6/30お振替え。
537,VPD8S5r,May,18/06/2025,領収書がほしいと連絡が来ましたので領収書プリントアウトしておきました。次回いらした際にお渡し下さい。
6,Zv5qCSi,All,18/06/2025,ご都合により、19日14時からのレッスンキャンセルの旨メール着信。振替希望日は追ってご連絡下さるとのこと。
343,gT28ue0,All,18/06/2025,メール着信。7月のレッスンご希望日の内、時間帯を調整中、返信待ち。
507,tmCiNNk,All,18/06/2025,メール受信。今月4回目のレッスンから、水曜日→日曜日の日程にレッスン日を変更ご希望。今月は日曜に空きがない旨と7月以降の空き状況について回答。今月4回目のレッスン振替？と7月以降のご意向に関して返信待ち。
343,YTKFXZN,All,18/06/2025,メール着信。7月の日程4回調整済み。
530,oKWHEFh,May,19/06/2025,宿題にでていたYoutube動画の動画とWorkbookのスクリプトの不一致についての連絡あり。何を参考に解けばいいのかとの問い合わせだったが、スクリプトの不一致の修正が必要なためSham先生に報告、修正中と連絡済み。
538,wXPkvq9,May,19/06/2025,"英会話初心者の52歳男性。仕事の都合で19時以降ご希望。第1,第2希望の日時がどちらとも埋まっているため別日のご案内。返信待ち。"
292,GA9MaRc,May,19/06/2025,6月のスケジュール残り1回分の件でご返信あり、全2回分ご予約できたのでこれで6月分の予約は揃いました。
489,eGD3Les,May,19/06/2025,7月分のお月謝もお振込みで頂くことになりました。
538,meZdlc3,May,19/06/2025,7/4（金）19:00～D/Lご受講になりました。
94,0kCqe38,Rie,20/06/2025,7月分（全2回）お支払済みです。（Cash）スケジュールはまだ未定とのことで、メールでお知らせくださるそうです。
512,44IxVfU,Rie,20/06/2025,ご来店され、6/24のレッスンを6/27の11時～に変更されました。
494,2Osos4D,Rie,20/06/2025,15時前にご来店され、本日レッスンかと思っていらっしゃったようで、27日のレッスンを本日にご変更されました。
507,8l4YTF4,Rie,20/06/2025,返信あり。6/25のレッスンはそのままにされ、７月から水曜日１８時～を日曜日１５時～の固定に変更されました。
494,IrTVaiL,Rie,20/06/2025,7月分（全2回）お支払い（CC）お済みです。スケジュールはまた後日お知らせくださいます。本日27日と間違えて来られたので、もしかしたら27日も来られるかもとのことですが、ご予約は抑えなくてOKとのことでした。もし追加で来られる場合は月2回の単価で1回分いただくようお願いします。
370,MVdCANT,Haruka,21/06/2025,6月27日18時からのレッスンをお振り替えしたいとのメールを頂きましたが、再度連絡があり、変更しないとの連絡をいただきました。
425,K7lPGA7,Haruka,21/06/2025,"本日お越しに来られた際に、新しい習い事を始めたそうなので、来月の七月から、月4回に変更されました。日程は、土曜日を無くし、毎週火曜日の16時からののみとなりました。29日は5回目になるのでやらないとのことです。また、来月分も振込みしていただきました。(CC)
"
475,NXGT3PW,Haruka,21/06/2025,7月に復活予定でしたが、お仕事が七月末まで延期なり、レッスンは8月から再開になりました。
481,dg54SZe,Haruka,21/06/2025,7月分お月謝とスケジュールいただきました。(CC)
253,i8Ng7lK,Haruka,21/06/2025,今後の予定が未定のため、一度休会なさるそうです。再開日程は未定。
539,Mbyfy7Y,Haruka,21/06/2025,デモレッスンお越しいただきました。お仕事で英語を多く使われるそうです。以前、プログリットに行った際にVersantという英語資格をA1+スコア取得したそうです。入会していただき、7月から月4回のコースをスケジュール予約しました。お支払いは、初回の7/5(土)にとのことです。お仕事の都合上、土日が多くなると仰っていました。
495,AojxiUX,Haruka,21/06/2025,7月のお月謝CCとスケジュール月2頂きました。
421,kkJRHC4,Rie,23/06/2025,7月分（全2回）スケジュール、お支払い（CC）お済みです。
520,FPE6MWW,Rie,22/06/2025,7月分（全2回）スケジュール、お支払い（PayPay）お済みです。（Sham対応）
513,5yOCzZU,Rie,22/06/2025,7月分（全2回）スケジュール、お支払い（CC）お済みです。（Sham対応）
489,jAom6Br,Rie,23/06/2025,メールにて、7月分を振込み完了のお知らせをいただきました。シャムに確認中。
187,86THGzF,Rie,23/06/2025,LINEにて、工事が長引き引っ越しが大変なため、レッスン再開は9月からとのご連絡がありました。月2回で再開とのことで、第何木曜日がご希望かお伺い中。返信後、他の日は固定を外すようお願いします。
160,YmP2s4a,Rie,23/06/2025,メールにて、7月より日曜日に受講したいとのご連絡がありました。Ana希望のため、日曜日はAnaが勤務しているかとご質問がありました。7月から日曜日はダブルレッスンで、先生が二人になるので、誰が日曜日勤務予定なのか、シャムに確認中。
160,FWAAwDV,Rie,23/06/2025,日曜日はシャムとケイシーでダブルレッスンとシャムから連絡がありました。Anaは日曜日勤務の予定がない旨をお知らせしました。
